id	slope	elevation	tpi	twi	coarse	stream
1298	2.650778	507.2886	28.29594	0.703283	12.7931	63.0111
1299	3.747897	630.592	25.30339	0.382869	14.62126	53.6055
1300	1.836561	421.5983	35.87168	1.676842	8.888889	83.4222
1301	2.206986	427.6106	24.82166	0.994779	8.069307	76.4981
1302	1.486702	414.6905	31.26103	1.421184	8.916667	55.7583
1303	5.119072	647.2528	17.09465	-0.03973	13.40486	48.8745
1304	4.160633	638.627	22.77406	0.013345	14.09524	54.5456
1305	4.590934	492.2365	19.08015	-0.05783	13.53469	56.551
1306	12.70222	531.0735	8.331396	-0.93455	15.32353	43.6447
1307	11.84123	560.7976	6.021733	-1.21909	16.39726	84.682
1308	9.422062	565.0808	8.39271	-0.50842	16.01887	50.035
1309	6.500773	639.7508	13.48362	-0.74781	14.15854	26.7573
1310	4.775622	652.2476	19.06501	0.096801	14.05993	39.8479
1311	4.999088	303.9866	23.31398	1.04923	9.684848	91.5494
1312	4.177696	537.7046	18.32009	0.415961	13.12766	52.0587
1313	3.348887	566.9596	27.11152	1.107989	13.48684	64.2702
1314	10.91204	519.5926	15.7963	-0.37165	13.32203	76.4623
1315	9.584636	522.0997	11.05317	-0.1274	15.09896	64.5691
1316	3.951011	480.9781	20.98036	0.803095	13.07834	51.6267
1317	4.178333	499.1904	19.06193	0.292039	12.43333	58.4668
1318	3.652414	589.0684	23.50109	0.467193	13.01399	56.6375
1319	5.192348	521.222	22.26186	0.223806	13.66667	65.531
1320	2.919591	427.9751	28.41672	0.604514	10.81765	39.2936
1321	4.884683	506.8919	18.83299	0.425071	13.08182	62.1276
1322	3.804036	527.8503	19.34557	-0.05082	12.62366	19.0108
1323	4.905719	586.7266	15.40004	-0.03593	13.68	59.6178
1324	5.048856	622.5593	17.39032	0.110747	15.9397	50.9607
1325	4.952396	590.0342	16.95601	0.168842	14.64398	60.6664
1326	3.831344	345.1781	22.16024	0.458072	10.96947	76.6049
1327	4.450722	430.3306	17.74386	0.322935	13.40196	68.3718
1328	3.326678	433.3347	21.28157	0.679996	13.11765	92.3986
1329	3.747385	374.7316	20.85364	0.611784	11.26776	76.8016
1330	2.789678	358.9296	20.83791	0.69707	10.84118	71.8354
1331	3.090432	404.1473	14.21965	0.591968	11.73684	53.496
1332	6.726726	415.1066	13.51605	1.091114	11.76991	96.9777
1333	6.466499	684.2344	17.47937	-1.31367	14.72222	0
1334	5.922671	646.8524	12.30948	-0.4197	14.69355	38.7682
1335	18.29172	462.0411	9.901542	1.112214	16.38095	100
1336	14.43967	463.666	11.43642	0.297018	15.45185	88.0282
1337	3.517587	328.1803	22.04004	0.608399	9.755869	63.457
1338	5.793806	505.0136	14.32006	0.063553	13.08108	82.9292
1339	5.434103	455.9569	19.30628	0.648177	12.87097	93.5856
1340	6.321035	489.2365	14.95189	0.386001	13.57447	51.6725
1341	1.528749	220.0534	30.48574	1.561531	7.078313	80.6113
1342	2.952579	452.6517	31.05528	0.904163	10.85774	49.675
1343	6.39836	430.1262	19.62758	1.683414	10.91379	73.1728
1344	5.645029	631.5217	15.61299	0.099592	13.34783	47.024
1345	4.718273	563.662	21.20326	0.594345	13.04202	65.8522
1346	5.530902	558.124	18.59698	0.040023	14.57554	53.692
1347	4.154798	564.3341	24.63389	0.654616	12.39912	67.8309
1348	3.782661	517.3333	26.14814	0.62836	12.03947	64.8566
1349	3.259838	537.0903	28.03685	0.525564	13.12	47.0895
1350	2.972873	514.6254	26.93505	0.605088	11.80745	53.1024
1351	4.119898	654.9628	21.87777	0.248331	14.43191	53.5477
1352	7.35857	432.3984	16.15223	0.836586	14.20863	69.9241
1353	3.357095	553.1842	26.33861	0.862927	14.06452	77.6447
1354	3.02329	503.4767	22.381	0.152664	11.87069	46.5803
1355	8.696441	411.2683	17.33659	0.397897	13.97368	73.85
1356	4.224099	422.2867	23.07237	-0.24724	11.92623	32.6548
1357	3.494348	456.2817	27.83885	0.835735	11.0543	60.362
1358	2.680357	469.9356	26.39217	0.757021	10.94471	38.8595
1359	6.546462	515.6559	17.70485	0.051233	13.75	89.4553
1360	4.174536	531.6	24.38519	0.126993	13.44156	47.548
1361	2.216903	223.5695	29.3867	1.515279	6.762397	63.5534
1362	2.776367	456.3983	27.28368	0.807179	9.571429	79.3295
1363	3.862295	491.1041	23.47524	0.567145	12.53191	67.2248
1364	6.270617	597.6523	12.34143	-0.50403	14.52525	49.3528
1365	4.860222	256.784	23.22619	1.137234	9.510949	79.3636
1366	4.528194	643.103	18.53211	0.013909	13.79514	47.3681
1367	6.001109	550.8313	19.86232	0.446444	14.54286	61.6654
1368	5.667589	558.291	19.68032	0.194482	14.33649	63.7866
1369	4.799623	441.6264	27.15988	0.305337	12.45933	57.5296
1370	5.170369	607.1546	17.75183	-0.1516	14.85393	51.4136
1371	4.18145	567.3598	21.2587	-0.06268	13.25397	31.5906
1372	3.670226	566.3463	23.25968	1.114487	12.38298	73.7678
1373	2.898989	539.0619	25.81535	0.117123	11.5641	40.7063
1374	3.94799	542.9498	25.3406	0.225272	12.59893	74.0076
1375	7.394055	574.8238	15.90962	-0.17121	13.89256	73.4877
1376	6.229246	518.6646	20.03444	-0.15803	12.98837	70.7981
1377	6.378458	516.4545	15.34414	0.374513	14.52045	58.3371
1378	3.102843	421.1088	31.49459	1.398479	9.395062	86.8067
1379	4.568006	426.5125	25.39992	0.428946	10.66116	47.4102
1380	5.546602	560.7355	19.74575	0.310384	13.62736	67.5893
1381	6.144657	589.6874	14.84958	0.127474	14.42188	73.6566
1382	3.13048	445.3848	26.12965	0.631632	12.09314	68.3687
1383	3.166345	498.7375	24.33447	0.439404	12.84615	42.9411
1384	5.858244	636.3607	13.36887	-0.95121	14.26667	26.6195
1385	5.320215	612.6944	18.56382	-0.40346	13.9125	10.9883
1386	4.625018	637.0553	20.27511	0.125458	14.30537	43.9188
1387	4.686673	650.3333	20.43196	-0.01773	13.30357	22.292
1388	7.82655	447.3283	13.43	-0.09414	13.95238	47.9986
1389	5.702493	574.4729	14.62791	-0.03927	13.65657	63.8936
1390	5.520014	605.215	17.85851	-0.31443	13.62832	53.3859
1391	3.407934	572.4576	29.10965	0.987876	12.96875	87.3162
1392	4.415832	574.1053	22.39254	0.417082	13.84615	54.8842
1393	3.239366	569.599	22.63605	0.682093	14.6135	71.9851
1394	4.453409	572.1289	21.21869	0.877539	13.07273	71.7597
1395	4.473855	587.1039	17.92433	-0.13553	14.28	57.1523
1396	5.830019	579.2178	15.98287	0.430116	13.92708	67.6157
1397	5.813533	581.7692	16.39855	0.181076	13.37349	56.8833
1398	4.344568	616.3278	20.48098	-0.29818	13.54412	33.5975
1399	4.664026	415.4789	23.58882	0.753139	11.03361	83.6174
1400	3.461911	568.3475	25.67811	0.378263	13.81301	41.07
1401	4.474692	289.5607	21.15057	0.622444	9.022222	70.0181
1402	9.17472	323.1073	14.49548	0.136631	12.72414	65.0007
1403	1.86298	233.2938	37.32389	2.299172	7.79021	64.4015
1404	5.198117	674.876	17.58777	-0.04539	14.59583	49.8586
1405	2.065813	405.7964	32.6732	1.06224	8.806867	70.935
1406	2.774983	314.8054	22.34914	1.687578	9.25	91.8967
1407	2.889647	291.1201	22.86201	0.846806	9.108434	94.4189
1408	5.428567	576.6702	17.17744	0.198443	13.83969	60.5604
1409	4.798673	506.1595	22.44015	1.248383	11.09574	83.3022
1410	3.546221	529.3931	22.9829	0.65474	10.93103	43.0989
1411	3.793177	575.0146	27.49488	0.274232	13.11111	45.5535
1412	2.903254	540.8931	28.18875	1.15873	12.74419	80.0074
1413	14.76846	593.2038	8.655395	-1.3371	17.34434	51.5422
1414	5.511331	606.9978	16.24575	-0.39736	15.60317	24.1176
1415	3.033162	590.7071	28.039	0.797878	11.51845	64.014
1416	4.539615	600.5919	20.87854	0.475646	13.82131	59.8579
1417	3.106689	521.4834	29.82411	0.520237	11.28428	62.0908
1418	2.603156	605.6154	30.05693	0.495377	14.9375	53.8928
1419	3.46748	590.5	20.85343	0.183497	14.5	29.489
1420	2.141588	546.9064	35.36065	2.047436	11.96694	85.2325
1421	5.092304	634.5883	18.98812	0.186373	13.61783	46.2136
1422	3.738377	594.6916	23.67269	0.340585	13.01667	49.4007
1423	3.731258	581.4053	18.64126	0.202316	13.11494	49.2491
1424	3.561043	609.1993	25.69622	0.585799	12.66237	64.8877
1425	2.457032	239.3382	21.89939	1.090307	7.64497	48.189
1426	4.642983	530.7135	20.08615	0.813246	13.08824	75.7403
1427	6.787935	454.7339	19.4577	0.132457	13.31169	61.1871
1428	2.491477	222.3082	28.16054	1.617988	7.276074	72.0857
1429	3.090756	366.9462	33.70136	0.544618	8.741935	72.7122
1430	4.844492	566.8287	16.26081	0.315029	14.175	57.6611
1431	3.127464	593.9925	22.255	0.780245	11.76316	60.7746
1432	3.349238	572.405	25.07693	0.891111	11.81882	70.0677
1433	4.758339	506.6815	16.94509	0.606493	13.51613	72.128
1434	3.771889	514.1168	22.5957	0.439583	12.68553	56.8578
1435	3.573753	246.4091	21.63003	1.022154	9.5	100
1436	4.142571	466.6765	13.16984	-0.08889	11	21.8982
1437	5.306081	235.3058	17.88715	0.200656	8.58209	71.275
